DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN A LA COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,PERIODICIDAD DE DIFUSIÓN,ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,FUENTE,OBSERVACIONES
LISTA DE LOS PERMISOS OTORGADOS EN BIOPROSPECCIÓN 2004-2015,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,COMISIÓN NACIONAL PARA LA GESTIÓN DE LA BIODIVERSIDAD (CONAGEBIO),REGISTRO ADMINISTRATIVO,"Mostar listados con la información de los permisos otorgados y relacionados con la biodiversidad, para su conservación y uso sostenible y asegurar la adecuada transferencia científico-técnica y la distribución justa y equitativa de los beneficios derivados del acceso, de acuerdo a la norma.",,,,Año * Expediente * Proyecto * Interesado * Sitio de Acceso * Resolución * Fecha inicio * Fecha finaliza,"Permisos otorgados en biosprección, con las variables relacionadas, para los años 2004-2015",NACIONAL,SI,PDF,http://www.conagebio.go.cr/Conagebio/public/permisosOtorgados.html,28/07/2016,ANUAL,2016,,,http://www.conagebio.go.cr/Conagebio/public/,PARA EXTRACCIÓN
BASES DE DATOS DE INVESTIGACIONES BIOMÉDICAS INSTITUCIONES PÚBLICAS Y PRIVADAS,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,CONSEJO NACIONAL DE INVESTIGACIÓN EN SALUD (CONIS),REGISTRO ADMINISTRATIVO,Presentar Bases de datos de investigaciones biomédicas actualizadas al 31 de enero del 2016: CEC (Comité Ético Científico)-INCIENSA,,,,N° de protocolo * Título del estudio * Fecha aprobación * Fecha finalización * N° participantes aprobados * Lugar del estudio * Investigador * Patrocinador * N° de póliza * Fecha auditoría * Estado actual,"Estudios activos aprobados antes de la Ley 9234 Ley Reguladora de Investigación Biomédica * Estudios activos aprobados desde la publicación de la Ley 9234 
 Ley Reguladora de Investigación Biomédica : CEC-INCIENCA * CEC UCIMED * CEC-ICIC * CEC-UCR (proyectos de invesdtigación vigente) * CEC-UCR (tesis vigentes) * CEC-UNA * CECI-(CCS) * CLOBIS (Comités locales de biótica) 
  * Estudios aprobados desde la publicación de la Ley 9234 Ley Reguladora de Investigación Biomédica *",NACIONAL,SI,XLSX,https://www.ministeriodesalud.go.cr/index.php/consejos/conis,31/07/2016,NO ESTABLECIDO,31-ene.-16,,,https://www.ministeriodesalud.go.cr/index.php/consejos/conis,
BASES DE DATOS DE INVESTIGACIONES BIOMÉDICAS INSTITUCIONES PÚBLICAS Y PRIVADAS,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE INVESTIGACIÓN EN SALUD (CONIS),REGISTRO ADMINISTRATIVO,Presentar Bases de datos de investigaciones biomédicas actualizadas al 31 de enero del 2016: CEC (Comité Ético Científico)-INCIENSA,,,,N° de protocolo * Título del estudio * Fecha aprobación * Fecha finalización * N° participantes aprobados * Lugar del estudio * Investigador * Patrocinador * N° de póliza * Fecha auditoría * Estado actual *,"Estudios activos aprobados antes de la Ley 9234 Ley Reguladora de Investigación Biomédica * Estudios activos aprobados desde la publicación de la Ley 9234 
 Ley Reguladora de Investigación Biomédica : CEC-INCIENCA * CEC UCIMED * CEC-ICIC * CEC-UCR (proyectos de investigación vigente) * CEC-UCR (tesis vigentes) * CEC-UNA * CECI-(CCS) * CLOBIS (Comités locales de biótica) 
  * Estudios aprobados desde la publicación de la Ley 9234 Ley Reguladora de Investigación Biomédica *",NACIONAL,SI,XLSX,https://www.ministeriodesalud.go.cr/index.php/consejos/conis,31/07/2016,NO ESTABLECIDO,31-ene.-16,,,https://www.ministeriodesalud.go.cr/index.php/consejos/conis,
"MATRIZ PROGRAMACIÓN ESTRATÉGICA PRESUPUESTARIA PARA LA PROMOCIÓN DE LA CIENCIA, TECNOLOGÍA E INNOVACIÓN",COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TECNOLÓGICAS (CONICIT),REGISTRO ADMINISTRATIVO,"Administrar incentivos dirigidos a aumentar las capacidades nacionales y promover el desarrollo en ciencia y tecnología, mediante el financiamiento para la formación de recurso humano especializado y la ejecución de proyectos de investigación y desarrollo tecnológico, tanto para los centros de investigación públicos y sin fines de lucro como para la empresa privada.",,,,Producto * Usuario * Metas programadas * Metas logradas *Año * Presupuesto * Fuente financiera * Fuente datos * Fuente indicador,"Matríz programación estratégica-Presupuestaria para la promoción de la ciencia, tecnoloía e innovación (Ley 9218), Convenio MICITT-CONICIT * Matríz programación Estratégica de Gestión Administrativa",NACIONAL,SI,PDF,http://www.conicit.go.cr/acerca_del_conicit/Planificacion/PlanOperativoInstitucional-2016-Ley5048.pdf,01/08/2016,NO ESTABLECIDO,sep-15,,,https://www.ministeriodesalud.go.cr/index.php/consejos/conis,PARA EXTRACCIÓN
EVALUACIÓN DE LA PRESTACIÓN DE SERVICIOS PÚBLICOS POR MEDIOS DIGITALES EN COSTA RICA 2015,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TECNOLÓGICAS (CONICIT),REGISTRO ADMINISTRATIVO,"Medir la experiencia del ciudadano, evaluar la Calidad del medio digital, calidad y madurez de la información y evidenciar las posibilidades específicas de mejora y así promover el desarrollo de las ciencias y de la tecnología, para fines pacíficos, por medio de la investigación sistematizada o del acto creador.",,,,"Entidad evaluada * Calidad de la Interacción * Calidad de la Información * Calidad del medio digital * Amplitud * Exactitud * Claridad , Aplicabilidad * Nivel de Solidéz* Seguridad * Municipalidad * Consejo",Ranking general 2015 Ranking de Municipalidades * Calificaciones del sitio Web promedio del Gobierno y Municipalidades de Costa Rica * Calificaciones del sitio Web promedio de las Municipalidades y Concejos Municipales de Costa Rica,NACIONAL* MUNICIPALIDAD,SI,PDF,http://www.conicit.go.cr/servicios/listadocs/informes/Calidad-Servicios-Publicos-2015.pdf,01/08/2016,NO ESTABLECIDO,ene.-16,,,https://www.ministeriodesalud.go.cr/index.php/consejos/conis,PARA EXTRACCIÓN
EVALUACIÓN DE LA PRESTACIÓN DE SERVICIOS PÚBLICOS POR MEDIOS DIGITALES EN COSTA RICA 2015,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TECNOLÓGICAS (CONICIT),REGISTRO ADMINISTRATIVO,"Medir la experiencia del ciudadano, evaluar la Calidad del medio digital, calidad y madurez de la información y evidenciar las posibilidades específicas de mejora y así promover el desarrollo de las ciencias y de la tecnología, para fines pacíficos, por medio de la investigación sistematizada o del acto creador.",,,,"Entidad evaluada * Calidad de la Interacción * Calidad de la Información * Calidad del medio digital * Amplitud * Exactitud * Claridad , Aplicabilidad * Nivel de Solidéz * Seguridad * Municipalidad * Consejo",Ranking general 2015 Ranking de Municipalidades * Calificaciones del sitio Web promedio del Gobierno y Municipalidades de Costa Rica * Calificaciones del sitio Web promedio de las Municipalidades y Concejos Municipales de Costa Rica,NACIONAL* MUNICIPALIDAD,SI,PDF,http://www.conicit.go.cr/acerca_del_conicit/Planificacion/PlanOperativoInstitucional-2016-Ley5048.pdf,01/08/2016,NO ESTABLECIDO,ene.-16,,,http://www.conicit.go.cr/servicios/documentoscyt.html,PARA EXTRACCIÓN
DENUNCIAS Y CONSULTAS RECIBIDAS EN EL CONAPAM POR VIOLENCIA CONTRA PERSONAS ADULTAS MAYORES,COSTA RICA,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE LA PERSONA ADULTA MAYOR (CONAPAM),REGISTRO ADMINISTRATIVO,Presentar información de las denuncias y consultas sobre violencia contra personas adultas mayores,,,,Mes * Sexo * Tipología,"Denuncias y consultas recibidas en el CONAPAM por violencia contra personas adultas mayores según tipo de maltrato y sexo, abril año 2016 * Otras consultas recibidas en el CONAPAM por tipo y sexo, abril 2016",NACIONAL,SI,HTML,http://www.conicit.go.cr/servicios/listadocs/informes/Calidad-Servicios-Publicos-2015.pdf,01/08/2016,MENSUAL,abr.-16,,,http://www.conapam.go.cr/estadisticas/,PARA EXTRACCIÓN
II ENCUESTA NACIONAL DE JUVENTUDES RESULTADOS PRINCIPALES 2013,COSTA RICA,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE POLÍTICA PÚBLICA DE LA PERSONA JOVEN,ENCUESTA POR MUESTREO,"Actualizar información sobre las personas Jóvenes y llevar al campo de la investigación la temática de derechos humanos, con el fin de evaluar la situación desde la perspectiva de las personas jóvenes, contribuir al conocimiento, orientar políticas y promover acciones inclusivas de las personas jóvenes en Costa Rica",,,,Grupo de Edad * Sexo * Estado Cívil * Último grado de estudios aprobado * Nacionalidad * Documento migrante * Zona de residencia * Nivel de escolaridad,"Población jóven de 15 a 35 años según sexo * Personas jóvenes de 15 a 35 según estado cívil * Personas Jóvenes según educación * Nacionalidad de las personas jóvenes * Migrantes por sexo, según el estado de la documentación * Personas jóvenes por sexo, según nivel de escolaridad * Personas jóvenes que han vivido situaciones de intimidación o acoso en los centros educativos * Personas jóvenes por sexo",NACIONAL,NO,NA,CONSEJO NACIONAL DE POLÍTICA PÚBLICA DE LA PERSONA JOVEN,01/08/2016,NO ESTABLECIDO,2013,,,http://www.unfpa.or.cr/images/II_Encuesta_Nal_de_Juventudes_Resultados_Principales.pdf,
PROVEEDORES ACTIVOS DEL PROGRAMA DE ABASTECIMIENTO INSTITUCIONAL - (CNA-PAI),COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE PRODUCCIÓN (CNP),REGISTRO ADMINISTRATIVO,"Brindar información actualizada y periódicamente, a traves del Sistema de iNformación de mercados agroalimentarios (SIMAC), los proveedores activos del programa de abastecimiento institucional",,,,Empresa * Producto * Región * Tamaño Empresa,"Listado de proveedores activos que abastecen el programa institucional PAI, por nombre de empresa, productos que abastece, región y tipo de empresa",NACIONAL,SI,PDF,https://simacr.go.cr/index.php/cna/suplidores,02/08/2016,MENSUAL,abr.-14,,,https://simacr.go.cr/,PARA EXTRACCIÓN
PROVEEDORES ACTIVOS DEL PROGRAMA DE ABASTECIMIENTO INSTITUCIONAL - (CNA-PAI),COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,CONSEJO NACIONAL DE PRODUCCIÓN (CNP),REGISTRO ADMINISTRATIVO,"Brindar información actualizada y periódicamente, a traves del Sistema de iNformación de mercados agroalimentarios (SIMAC), los proveedores activos del programa de abastecimiento institucional",,,,Empresa * Producto * Región * Tamaño Empresa,"Listado de proveedores activos que abastecen el programa institucional PAI, por nombre de empresa, productos que abastece, región y tipo de empresa",NACIONAL,SI,PDF,https://simacr.go.cr/index.php/cna/suplidores,02/08/2016,MENSUAL,abr.-14,,,https://simacr.go.cr/,PARA EXTRACCIÓN
PRECIOS DE REFERENCIA DE COMPRA (CNA-PAI),COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,CONSEJO NACIONAL DE PRODUCCIÓN (CNP),REGISTRO ADMINISTRATIVO,"Brindar información actualizada y periódicamente, a través del Sistema de información de mercados agroalimentarios (SIMAC, de los precios nacionales e internacionales, para su respectivo análisis de mercados agroalimentarios.",,,,Período (Fecha) * Código * Producto * Tipo * Calidad * Tamaño * Calibre * Unidad de venta mayorista * Unidad venta minorista * Precio,"Listado en línea de precios de referencia del programa Abastecimiento Institucional, por semana",NACIONAL,SI,PDF,https://simacr.go.cr/index.php/cna/precios-de-referencias-compra,02/08/2016,PERMANENTE,jul.-16,,,https://simacr.go.cr/,PARA EXTRACCIÓN
PRECIOS DE REFERENCIA DE COMPRA (CNA-PAI),COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,CONSEJO NACIONAL DE PRODUCCIÓN (CNP),REGISTRO ADMINISTRATIVO,"Brindar información periódica con la información de los precios nacionales e internacionales, para su respectivo análisis de mercados agroalimentarios",,,,Período (Fecha) * Código * Producto * Tipo * Calidad * Tamaño * Calibre * Unidad de venta mayorista * Unidad venta minorista * Precio,"Listado de precios de hortofrutícolas, semanal",NACIONAL,SI,PDF,https://simacr.go.cr/index.php/cna/precios-de-referencias-compra,02/08/2016,PERMANENTE,jul.-16,,,https://simacr.go.cr/,PARA EXTRACCIÓN
RESULTADOS DE SERVICIOS BÁSICOS (AGUA Y ENERGIA) ENCUESTA ENERO 2015,COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes de la encuesta respecto al suministro, calidad y costo del agua suministrada a usuarios Costarricences, para mejora de la eficiencia de la gestión pública y con fundamento en el Plan Estratégico Institucional 2013- 2020 de la Contraloría General de la República",,,,Continuidad * Suficiencia * Calidad * Costo,"Percepción del cumplimiento de atributos de calidad y el costo económico del servicio de agua, según provincia * Percepción de la continuidad y costo del servicio de electricidad",NACIONAL* PROVINCIA,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/serv_basicos.html,02/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
RESULTADOS DE ENCUESTA SERVICIOS BÁSICOS (AGUA Y ENERGIA) ENCUESTA ENERO 2015,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes de la encuesta respecto al suministro, calidad y costo del agua suministrada a usuarios Costarricences, para mejora de la eficiencia de la gestión pública y con fundamento en el Plan Estratégico Institucional 2013- 2020 de la Contraloría General de la República",,,,Continuidad * Suficiencia * Calidad * Costo * Edad * Sexo * Vehículo propio,"Percepción del cumplimiento de atributos de calidad y el costo económico del servicio de agua, según provincia * Percepción de la continuidad y costo del servicio de electricidad * Costo de combustible * Calidad combustible",NACIONAL* PROVINCIA,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/serv_basicos.html,02/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
RESULTADOS DE SERVICIOS COMUNALES ENCUESTA ENERO 2015,COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes encuesta respecto a servicios comunitarios suministrados a usuarios Costarricences, con el fin de mejorar la eficiencia de la gestión pública con fundamento en el Plan Estratégico Institucional 2013- 2020 de la Contraloría General de la República",,,,Recolección de basuras * Cobro Impuestos * Parques * Espacio para deportes * Facilidad circulación de carros * Limpieza vías públicas * Lugar para actividades culturales * Alcantarillado * Mantenimiento y demarcación calles *Parqueo público,Existencia de condiciones comunales * Percepción acerca de los servicios municipales,NACIONAL,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/serv_comunales.html,02/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
RESULTADOS DE SERVICIOS COMUNALES ENCUESTA ENERO 2015,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes encuesta respecto a servicios comunitarios suministrados a usuarios Costarricences, con el fin de mejorar la eficiencia de la gestión pública con fundamento en el Plan Estratégico Institucional 2013- 2020 de la Contraloría General de la República",,,,Recolección de basuras * Cobro Impuestos * Parques * Espacio para deportes * Facilidad circulación de carros * Limpieza vías públicas * Lugar para actividades culturales * Alcantarillado * Manenimiento y demarcación calles * Parqueo público,Existencia de condiciones comunales * Percepción acerca de los servicios municipales,NACIONAL,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/serv_comunales.html,02/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
RESULTADOS RELEVANTES DEL SERVICIO DE SALUD. ENCUESTA ENERO 2015,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,Presentar los resultados más relevantes respecto a servicios comunitarios suministrados a usuarios Costarricences con el fin de mejorar la eficiencia de la gestión pública con fundamento en el Plan Estratégico Institucional 2013- 2020 de la Contraloría General de la República,,,,Calidad atención médica * Efectividad Tratamiento * Estado Instalaciones * Atención personal administrativo * Tiempo de espera * Instalaciones,"Percepción positiva sobre atributos en la calidad del servicio de salud, según el nivel de atención en EBAIS, clínicas y Hospitales",NACIONAL,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/salud.html,02/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
ENCUESTA DE RESPONSABILIDAD SOCIAL EMPRESARIAL (RSE) 2011,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PRIVADO,PWC INTERAMERICAS,ENCUESTA POR MUESTREO,"Encuestar, evaluar e informar la importancia que dan las empresas a la Responsabilidad Social Empresarial (RSE), la gestión e inversión realizada en este aspecto para impulsar el fortalecimiento de las empresas y generar valores de lealtad y reconocimiento de los consumidores",,,,*Importancia de la Responsabilidad social * Alianzas con otras Empresas * Público Interno * política pública * Gobernabilidad * Mercadeo * Proveedores * Limitaciones * Prioridad RSE * Factores que influyen en la reputación de la organización * Accciones RSE * Programas equilibrio de vida personal/trabajo,Distribución de las Empresas 2003-2011 * La responsabilidad social empresarial (RSE) es un asunto de relaciones públicas muy importante * La RSE es vital para la sustentabililidad y rentabilidad de cualquier compañía * Inversión anual de las empresas en RSE,NACIONAL,NO,NA,PWC INTERAMERICAS,03/08/2016,NO ESTABLECIDO,jul.-12,,,http://www.pwc.com/ia/es/search.html?searchfield=ENCUESTA+&pwcGeo=IA&pwcLang=es&pwcHideLevel=0&pwcSiteSection=,
ENCUESTA DE RESPONSABILIDAD SOCIAL EMPRESARIAL (RSE) 2011,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PRIVADO,PWC INTERAMERICAS,ENCUESTA POR MUESTREO,"Encuestar y evaluar la importancia que dan las empresas a la Responsabilidad Social Empresarial (RSE), la gestión e inversión realizada en este aspecto para impulsar el fortalecimiento de las empresas y generar valores de lealtad y reconocimiento de los consumidores",,,,*Importancia de la Responsabilidad social * Alianzas con otras Empresas * Público Interno * política pública * Gobernabilidad * Mercadeo * Proveedores * Limitaciones * Prioridad RSE * Factores que influyen en la reputación de la organización * Accciones RSE * Programas equilibrio de vida personal/trabajo,Distribución de las Empresas 2003-2011 * La responsabilidad social empresarial (RSE) es un asunto de relaciones públicas muy importante *La RSE es vital para la sustentabililidad y rentabilidad de cualquier compañía * Inversión anual de las empresas en RSE,NACIONAL,NO,NA,PWC INTERAMERICAS,03/08/2016,NO ESTABLECIDO,jul.-12,,,http://www.pwc.com/ia/es/search.html?searchfield=ENCUESTA+&pwcGeo=IA&pwcLang=es&pwcHideLevel=0&pwcSiteSection=,
"ENCUESTA DE RESPONSABILIDAD SOCIAL EMPRESARIAL (RSE) 2011 "" UN FUTURO MÁS SOSTENIBLE""",COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PRIVADO,PWC INTERAMERICAS,ENCUESTA POR MUESTREO,"Encuestar y evaluar la importancia que dan las empresas a la Responsabilidad Social Empresarial (RSE), la gestión e inversión realizada en este aspecto para impulsar el fortalecimiento de las empresas y generar valores de lealtad y reconocimiento de los consumidores.",,,,*Impacto Económico * Impacto Ambiental * Impacto social * Alianzas con otras Empresas * Comunidad * Público Interno * Acciones RSE * Programas equilibrio de vida personal/trabajo,Limitaciones para implementar un Plan de Responsabilidad social Empresarial (RSE) *Métodos empleados para evaluar los programas de Equilibrio de vida personal/trabajo * La responsabilidad social es un asunto de relaciones públicas muy importante *La RSE es vital para la sustentabililidad y rentabilidad de cualquier compañía * Inversión anual de las empresas en RSE,NACIONAL,NO,NA,PWC INTERAMERICAS,03/08/2016,NO ESTABLECIDO,jul.-12,,,http://www.pwc.com/ia/es/search.html?searchfield=ENCUESTA+&pwcGeo=IA&pwcLang=es&pwcHideLevel=0&pwcSiteSection=,
ENCUESTA DE AMBIENTE Y CAMBIO CLIMÁTICO (ENACC) 2014.,COSTA RICA,13 ACCIÓN POR EL CLIMA,,ORGANISMOS MULTILATERALES,PNUD,ENCUESTA POR MUESTREO,Evaluar la opinión que tienen las personas sobre las políticas ambientales en el país. Evaluar el nivel de conocimiento que posee la población sobre los temas asociados a cambio climático. Conocer las posibilidades de mercado para productos carbono neutral y ambientalmente sostenible,,,,Problema * Grado de acuerdo y desacuerdo * Percepción cambio climático * Causa cambio climático * Factores que influyen el cambio climático * Intención compra producto sostenible * Producto * Servicio,Principal problema ambiental que afecta a Costa Rica actualmente * Grado de acuerdo ante afirmaciones relacionadas con la responsabilidad de distintos actores de proteger el ambiente * Grados de acuerdo… para contener la degradación ambiental y el cambio climático * Opinión de las posibles causas que contribuyen al cambio climático * Opinión posibles afectaciones que contribuyen al cambio climático * Preferencia para seleccionar un producto o servicio amigable con el medio ambiente * Cuánto estaría dispuesto a pagar de más por un producto amigable con el medio ambiente,NACIONAL * REGIONES,NO,NA,PNUD,03/08/2016,NO ESTABLECIDO,dic.-14,,,http://www.cr.undp.org/content/costarica/es/home/library/environment_energy.html,
ENCUESTA DE AMBIENTE Y CAMBIO CLIMÁTICO (ENACC) 2014.,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,ORGANISMOS MULTILATERALES,PNUD,ENCUESTA POR MUESTREO,Evaluar la opinión que tienen las personas sobre las políticas ambientales en el país. Evaluar el nivel de conocimiento que posee la población sobre los temas asociados a cambio climático y valor de producto a la hora de hacer la compra. Conocer las posibilidades de mercado para productos carbono neutral y ambientalmente sostenible,,,,Problema * Grado de acuerdo y desacuerdo * Percepción cambio climático * Causa cambio climático * Factores que influyen el cambio climático * Intención compra producto sostenible * Producto * Servicio,Percepción sobre las políticas ambientales y climáticas del país * Conocimiento de la población sobre los temas asociados al cambio climático * Intensión de compra de productos carbono neutral y ambientalmente sostenibles,NACIONAL * REGIONES,NO,NA,PNUD,03/08/2016,NO ESTABLECIDO,dic.-14,,,http://www.cr.undp.org/content/costarica/es/home/library/environment_energy.html,
SEGURIDAD ALIMENTARIA Y CAMBIO CLIMÁTICO EN COSTA RICA: GRANOS BÁSICOS,COSTA RICA,13 ACCIÓN POR EL CLIMA,,ORGANISMOS MULTILATERALES,PNUD,REGISTRO ADMINISTRATIVO,"El Instituto Meteorológico Nacional en apoyo con el PNUD Costa Rica, desarrolló un estudio que tiene como fin apoyar al Estado costarricense en la definición de acciones de adaptación ante el riesgo de variabilidad climática que los fenómenos de El Niño y La Niña producirán en el país sobre la producción de granos básicos (arróz, fríjoles y maíz), con el fin de apoyar las bases ténicas para crear una adecuada seguridad alimentaria en Costa Rica.",,,,"País * Indice de desarrollo humano * Indice de riesgo climático * Eventos extremos * Año * Región Climática * Cantón * Arróz * Maíz * Frijol * Región * Amenaza * Fase de Enos (niño, niña)","Algunas características sobre riesgo climático de los principales países de los cuales costa rica importa granos básicos * Cantones de mayor exposición, periodo 1980-2012 * Cantones de mayor sensibilidad * Cantones de mayor vulnerabilidad integrada * Balance anual de las lluvias durante los eventos extremos del enoS (el niño y la Niña) * Estimación de pérdidas y ganancias económicas con base en el rendimiento regional de arróz, del fríjol, del maíz durante eventos el niño y la niña * Estimación de pérdidas y ganancias económicas * Matriz de riesgo climático durante eventos el niño para los granos básicos * Matriz de riesgo climático durante eventos la niña para los granos básicos",NACIONAL * REGIÓN * CANTÓN,NO,NA,ORGANISMOS MULTILATERALES,03/08/2016,NO ESTABLECIDO,nov.-14,,,http://www.cr.undp.org/content/costarica/es/home/library/environment_energy/seguridad-alimentaria-y-cambio-climatico-en-costa-rica/,
PERSONAS DE CINCO AÑOS Y MÁS REGISTRADAS EN EL SIPO 2012 - CATEGORIA OCUPACIONAL,COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),ENCUESTA POR MUESTREO,"Presentar informe de las personas registradas en el SIPO 2012 y su caracterización, para la toma de decisiones y para promover oportunidades, servicios y recursos con la participación activa de diferentes actores sociales y con transparencia, espíritu de servicio y solidaridad”.",,,,Área Regional * Edad * sexo * Asalariado sector privado * Asalariado sector público * Cuenta propia * Empleado(a) doméstica * Patrono * Trabajo no remunerado * Ciclo enseñanza * Provincia,"Categoria ocupacional de las personas de cinco años y más registradas en el SIPO con ficha de información social vigente (FIS), según área de desarrollo social * Total de fichas de información social, según condición de vigencia y zona * Total de personas registradas en SIPO con ficha de información social vigente, según área regional de desarrollo Social y nacionalidad * Categoría Ocupacional de las personas de cinco años y más registradas en SIPO con ficha de información social vigente, según región de MIDEPLAN * Total de personas registradas en SIPO con ficha de información social vigente, según área regional de desarrollo social, sexo y rangos de edad",NACIONAL* DISTRITO * CANTÓN * REGIÓN,NO,NA,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),04/08/2016,NO ESTABLECIDO,2012,,,http://www.imas.go.cr/biblioteca/estadisticas_sipo.html,
